order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
202.0,20,56.0,5,23957.37,0,1,8.0,2.1,1
203.0,136,42.0,2,1221.15,0,0,5.0,2.3,0
204.0,157,51.0,4,18200.25,1,2,1.0,3.8,2
205.0,151,63.0,0,9850.32,0,3,3.0,4.3,2
206.0,293,36.0,2,19275.03,1,3,5.0,3.9,1
207.0,235,23.0,2,18865.51,1,3,5.0,4.9,2
208.0,12,34.0,5,7301.83,0,1,5.0,3.7,2
209.0,20,27.0,2,17747.33,1,1,9.0,3.1,1
210.0,266,22.0,5,16657.42,0,3,7.0,3.3,2
211.0,250,37.0,2,21619.01,0,3,3.0,3.9,2
212.0,297,32.0,1,15470.44,0,3,5.0,1.0,0
213.0,355,53.0,0,6206.8,0,1,5.0,3.5,1
214.0,222,60.0,5,4143.14,1,0,6.0,4.4,2
215.0,24,46.0,1,8077.8,0,3,4.0,3.1,1
216.0,317,35.0,2,10675.41,0,3,6.0,1.9,1
217.0,161,43.0,2,17850.38,0,0,1.0,3.7,1
218.0,228,52.0,0,8570.04,1,2,3.0,1.6,2
219.0,242,60.0,5,7288.78,1,1,4.0,4.1,2
220.0,92,64.0,2,24061.47,0,1,4.0,3.9,2
221.0,171,64.0,3,5845.81,0,3,7.0,4.4,0
222.0,276,42.0,2,17508.79,1,0,6.0,2.5,1
223.0,293,35.0,0,8989.94,0,2,5.0,2.1,1
224.0,48,61.0,3,4811.06,0,3,4.0,1.4,0
225.0,272,30.0,2,19826.03,0,1,10.0,3.1,1
226.0,208,28.0,5,11954.78,1,0,9.0,4.4,1
227.0,233,47.0,3,23371.95,1,2,3.0,2.0,2
228.0,37,50.0,5,13172.27,1,1,6.0,2.2,1
229.0,30,26.0,3,3948.38,1,2,4.0,5.0,1
230.0,362,47.0,5,10394.48,1,3,5.0,3.9,2
231.0,42,34.0,0,1088.86,0,3,5.0,2.4,1
232.0,182,34.0,4,2552.81,1,1,6.0,3.6,0
233.0,23,53.0,3,16429.12,0,1,8.0,4.3,1
234.0,149,39.0,1,16204.13,1,2,7.0,1.3,1
235.0,319,52.0,1,16139.82,0,1,7.0,1.9,0
236.0,97,29.0,2,8026.61,0,3,5.0,3.8,1
237.0,44,29.0,3,20185.09,0,3,5.0,1.2,1
238.0,4,18.0,5,22328.36,0,1,10.0,4.7,0
239.0,194,64.0,1,2359.45,0,1,6.0,3.0,1
240.0,39,65.0,0,13901.12,1,1,10.0,3.8,0
241.0,189,43.0,2,11490.48,1,0,1.0,4.8,0
242.0,59,22.0,1,23912.2,0,2,10.0,4.1,1
243.0,9,21.0,1,20005.33,0,1,8.0,3.3,0
244.0,13,54.0,5,24551.55,0,0,1.0,1.2,1
245.0,127,39.0,5,6412.19,1,1,5.0,4.9,2
246.0,323,62.0,4,16489.58,1,2,6.0,2.8,0
247.0,15,55.0,0,23833.67,1,1,5.0,4.0,2
248.0,353,25.0,1,24840.46,0,0,5.0,2.9,2
249.0,312,40.0,2,1607.13,1,2,6.0,2.1,0
250.0,212,32.0,3,14043.44,0,2,5.0,4.6,2
251.0,75,43.0,5,3125.94,1,2,4.0,4.1,2
252.0,298,24.0,1,15813.65,1,2,4.0,1.6,0
253.0,287,61.0,4,16705.02,1,1,5.0,3.8,2
254.0,319,26.0,2,1942.75,0,2,6.0,4.4,2
255.0,29,61.0,1,13077.68,1,3,10.0,1.1,0
256.0,28,34.0,0,6046.26,0,0,9.0,3.9,1
257.0,314,28.0,1,2176.28,1,1,2.0,2.2,0
258.0,193,50.0,5,5742.68,1,3,7.0,1.1,1
259.0,69,27.0,3,7912.03,0,0,9.0,2.3,0
260.0,267,26.0,0,8087.86,0,1,7.0,4.6,1
261.0,22,34.0,4,1605.08,1,2,3.0,4.2,2
262.0,97,53.0,0,19227.51,0,1,8.0,1.6,2
263.0,31,55.0,5,17357.28,1,3,5.0,2.5,2
264.0,310,33.0,0,7777.42,0,1,9.0,1.2,2
265.0,282,32.0,5,9975.19,1,3,5.0,3.4,2
266.0,84,30.0,1,14025.41,1,2,4.0,3.3,1
267.0,29,62.0,5,23143.31,0,2,7.0,3.7,0
268.0,350,51.0,0,4496.12,1,1,5.0,3.6,1
269.0,274,63.0,1,6485.41,0,0,9.0,1.9,2
270.0,269,57.0,0,6766.89,1,0,9.0,1.6,1
271.0,71,48.0,5,13989.23,1,2,9.0,1.1,0
272.0,37,42.0,4,8119.6,0,1,9.0,4.9,2
273.0,152,43.0,0,10611.81,1,0,4.0,4.5,2
274.0,198,48.0,3,20163.53,1,0,4.0,2.2,0
275.0,323,29.0,4,20589.73,0,1,6.0,3.0,0
276.0,37,40.0,4,4259.51,1,2,5.0,4.3,0
277.0,102,28.0,0,7213.66,0,3,2.0,4.6,0
278.0,94,55.0,5,20945.97,1,2,5.0,3.6,0
279.0,97,52.0,1,6467.87,1,1,6.0,2.4,1
280.0,357,28.0,1,19906.43,0,2,2.0,3.9,1
281.0,147,21.0,2,4938.26,0,1,2.0,4.3,1
282.0,333,56.0,4,20614.03,0,1,5.0,3.0,2
283.0,256,55.0,4,9426.57,0,1,4.0,3.3,1
284.0,22,37.0,5,17926.73,1,1,4.0,2.2,2
285.0,201,24.0,3,2291.35,1,2,9.0,1.0,0
286.0,88,59.0,5,20021.02,0,3,2.0,2.0,2
287.0,262,60.0,5,12231.88,0,3,1.0,3.6,2
288.0,212,53.0,5,14847.88,0,3,1.0,3.0,2
289.0,257,24.0,0,2072.22,1,3,9.0,4.3,2
290.0,155,58.0,1,22385.86,1,2,9.0,4.9,1
291.0,4,59.0,0,19891.24,1,2,8.0,3.7,1
292.0,260,53.0,4,13991.29,0,2,5.0,4.0,0
293.0,362,49.0,5,18649.24,1,2,7.0,3.6,1
294.0,48,49.0,5,21384.71,0,0,10.0,1.9,2
295.0,11,58.0,4,24744.38,1,0,7.0,3.2,1
296.0,248,51.0,3,16879.27,1,2,4.0,2.9,0
297.0,360,26.0,1,12604.77,0,0,4.0,2.0,2
298.0,100,46.0,5,24598.52,1,0,2.0,5.0,0
299.0,319,20.0,2,3265.58,1,3,3.0,4.7,0
300.0,36,51.0,2,7511.42,0,1,8.0,2.3,2
301.0,171,54.0,3,10351.75,1,0,1.0,2.7,2
302.0,91,45.0,1,24678.68,1,1,5.0,2.6,0
303.0,213,33.0,0,24730.13,0,0,4.0,2.8,0
304.0,318,38.0,2,23829.14,1,0,3.0,4.1,2
305.0,29,50.0,3,8141.07,1,3,10.0,3.5,2
306.0,65,21.0,4,10258.83,1,0,6.0,4.7,0
307.0,51,34.0,1,24977.71,1,1,3.0,1.0,0
308.0,30,42.0,1,18869.59,0,1,1.0,2.2,1
309.0,351,25.0,0,14010.91,1,3,6.0,1.2,0
310.0,16,38.0,0,17884.76,0,3,2.0,1.1,2
311.0,214,32.0,0,17985.36,1,1,7.0,2.5,2
312.0,316,39.0,5,11186.51,1,0,4.0,4.1,2
313.0,362,21.0,4,13232.38,0,3,7.0,2.4,0
314.0,196,45.0,2,18507.01,0,1,9.0,3.0,1
315.0,201,53.0,2,20054.24,1,2,3.0,2.0,2
316.0,303,43.0,4,19255.4,1,1,1.0,3.7,1
317.0,16,59.0,1,13925.36,0,2,10.0,1.6,1
318.0,254,25.0,3,11348.97,1,3,5.0,2.4,0
319.0,196,54.0,3,19887.95,0,3,10.0,2.4,1
320.0,43,42.0,5,16683.32,1,3,10.0,4.9,1
321.0,191,21.0,0,2143.19,0,1,7.0,3.9,1
322.0,124,49.0,1,10139.19,1,1,1.0,4.2,2
323.0,237,37.0,5,13806.68,0,2,6.0,2.3,0
324.0,205,42.0,5,24596.72,0,3,4.0,4.9,1
325.0,155,32.0,5,22791.89,0,3,7.0,4.9,2
326.0,180,59.0,2,13973.51,0,0,10.0,2.8,1
327.0,247,64.0,0,16149.4,0,1,6.0,2.6,0
328.0,136,64.0,3,19793.56,0,2,4.0,4.8,2
329.0,123,32.0,0,6208.53,1,3,6.0,1.4,0
330.0,353,19.0,2,16102.61,1,1,9.0,2.9,1
331.0,270,26.0,2,1774.06,1,3,6.0,4.5,1
332.0,235,40.0,2,23455.53,0,1,6.0,2.4,1
333.0,361,52.0,2,5624.94,0,3,1.0,3.3,1
334.0,336,54.0,4,11705.32,1,2,7.0,2.3,0
335.0,174,35.0,3,10223.34,0,1,9.0,5.0,2
336.0,63,47.0,1,12038.15,0,2,4.0,1.6,1
337.0,276,55.0,4,14800.96,0,2,10.0,3.2,1
338.0,47,63.0,4,20199.86,1,3,1.0,5.0,0
339.0,197,56.0,2,6556.42,1,0,6.0,2.0,1
340.0,290,49.0,0,23131.23,1,2,2.0,1.4,1
341.0,356,19.0,3,5342.15,1,1,3.0,1.8,1
342.0,126,18.0,2,982.13,0,1,1.0,2.3,2
343.0,299,34.0,2,24043.61,1,2,7.0,1.7,0
344.0,79,22.0,4,13726.81,0,3,2.0,3.4,2
345.0,322,33.0,3,23847.28,0,3,3.0,1.6,2
346.0,109,51.0,0,2658.28,1,1,7.0,2.6,2
347.0,242,36.0,1,12765.21,0,1,6.0,2.0,1
348.0,41,61.0,0,13219.77,0,3,3.0,3.0,0
349.0,108,65.0,2,14774.01,0,2,4.0,1.9,2
350.0,45,19.0,2,7968.01,0,1,10.0,4.3,0
351.0,113,49.0,4,12872.01,0,2,5.0,1.8,1
352.0,56,42.0,1,5745.73,0,0,8.0,4.0,0
353.0,208,23.0,2,657.5,1,0,1.0,1.9,2
354.0,98,32.0,2,22676.23,1,2,5.0,1.3,0
355.0,91,32.0,3,3555.25,0,3,7.0,3.8,1
356.0,72,63.0,2,11223.5,1,1,10.0,2.4,2
357.0,306,31.0,4,11829.95,1,1,5.0,2.6,2
358.0,20,60.0,2,8827.14,0,1,10.0,2.3,1
359.0,239,49.0,4,23905.39,1,0,9.0,1.9,2
360.0,297,65.0,4,2974.46,1,3,7.0,4.8,2
361.0,9,61.0,2,18082.18,0,2,1.0,2.6,0
362.0,278,35.0,4,18982.93,1,3,9.0,1.5,0
363.0,16,45.0,1,9886.37,1,3,4.0,2.7,0
364.0,159,30.0,4,5272.74,1,3,9.0,3.6,0
365.0,154,25.0,0,10864.0,1,1,5.0,3.7,2
366.0,205,47.0,4,11471.07,1,2,2.0,1.5,0
367.0,41,53.0,1,2212.19,1,2,1.0,1.1,1
368.0,96,21.0,3,5289.21,1,0,6.0,4.6,2
369.0,97,38.0,1,6518.9,0,0,8.0,3.5,2
370.0,57,46.0,5,23409.4,1,1,4.0,3.2,0
371.0,100,61.0,0,15590.52,1,3,8.0,1.2,0
372.0,83,29.0,3,10280.52,1,0,10.0,3.0,2
373.0,134,50.0,2,2985.79,0,3,4.0,3.9,2
374.0,300,41.0,3,3631.36,1,0,10.0,2.9,0
375.0,122,27.0,4,7225.72,1,2,5.0,1.5,0
376.0,195,20.0,4,5901.09,1,0,2.0,3.4,2
377.0,192,20.0,5,20002.18,0,0,9.0,1.4,2
378.0,192,55.0,4,3648.85,1,3,1.0,3.3,2
379.0,47,27.0,2,22820.9,0,0,8.0,3.1,0
380.0,172,59.0,0,13175.47,0,3,10.0,3.4,1
381.0,202,65.0,5,19502.67,0,1,5.0,4.6,0
382.0,31,59.0,2,3491.98,0,1,2.0,3.1,1
383.0,221,25.0,5,18456.38,0,3,5.0,2.9,2
384.0,182,45.0,0,19025.76,1,3,4.0,4.2,2
385.0,203,56.0,0,24386.8,1,0,5.0,2.0,1
386.0,96,47.0,3,7203.61,1,3,3.0,4.8,0
387.0,169,49.0,1,10278.55,0,2,2.0,2.8,2
388.0,47,20.0,3,14266.5,0,2,7.0,4.2,1
389.0,121,27.0,0,1156.98,0,0,7.0,3.5,0
390.0,305,51.0,0,23313.88,1,0,10.0,3.3,2
391.0,172,21.0,5,18578.77,0,2,7.0,1.5,2
392.0,234,42.0,0,19365.24,0,3,2.0,3.6,1
393.0,235,22.0,5,21971.64,0,0,2.0,1.7,2
394.0,101,45.0,3,4479.76,1,3,9.0,2.1,1
395.0,310,59.0,1,20962.52,0,2,10.0,1.6,1
396.0,2,27.0,1,23080.39,1,2,3.0,4.6,0
397.0,64,65.0,3,19697.75,0,3,5.0,4.4,0
398.0,309,42.0,0,15124.57,1,2,4.0,2.2,1
399.0,57,37.0,5,7005.24,1,3,8.0,4.2,0
400.0,335,51.0,5,9143.95,0,2,8.0,3.0,1
401.0,340,42.0,3,8788.43,1,1,2.0,4.9,1
402.0,100,20.0,5,4509.27,1,3,9.0,2.1,0
403.0,17,43.0,4,23039.25,0,2,9.0,1.1,2
404.0,348,35.0,5,15424.84,0,2,7.0,2.9,1
405.0,264,64.0,1,11469.49,1,1,5.0,1.2,1
406.0,156,25.0,3,15196.99,1,2,5.0,2.4,0
407.0,359,53.0,5,24512.11,1,2,2.0,2.1,1
408.0,0,22.0,2,7225.69,1,0,4.0,1.7,2
409.0,98,60.0,4,21575.65,0,1,9.0,1.5,1
410.0,308,18.0,4,23159.51,1,3,4.0,2.7,0
411.0,289,23.0,2,6565.07,0,0,7.0,2.4,1
412.0,18,63.0,5,23736.9,0,3,9.0,4.5,2
413.0,309,30.0,0,6937.44,1,2,2.0,1.0,2
414.0,2,52.0,5,9008.79,1,2,9.0,1.8,1
415.0,139,42.0,5,18156.95,0,2,4.0,3.0,0
416.0,166,51.0,1,4864.92,0,3,7.0,4.4,1
417.0,338,49.0,0,13368.96,1,3,10.0,3.3,2
418.0,282,43.0,0,20443.59,1,0,2.0,1.9,2
419.0,310,56.0,1,22989.6,0,2,9.0,1.6,1
420.0,2,59.0,3,15613.32,1,3,4.0,3.9,1
421.0,103,45.0,1,1044.37,1,1,4.0,1.0,0
422.0,214,22.0,5,4098.11,0,2,7.0,1.0,2
423.0,71,54.0,3,3994.52,1,0,10.0,4.1,1
424.0,26,26.0,0,6361.7,0,0,7.0,3.0,1
425.0,61,22.0,3,12205.58,1,2,9.0,1.5,2
426.0,268,22.0,5,21166.37,1,2,3.0,4.2,2
427.0,50,64.0,2,7878.2,1,3,4.0,4.4,1
428.0,51,18.0,5,18249.99,0,2,2.0,2.6,2
429.0,63,61.0,4,13192.44,0,1,6.0,3.2,0
430.0,229,43.0,0,16343.29,0,2,1.0,2.4,0
431.0,345,55.0,4,14550.48,1,1,7.0,3.0,2
432.0,61,19.0,2,8206.17,1,2,9.0,2.3,2
433.0,196,19.0,5,24034.63,0,1,8.0,4.3,2
434.0,150,20.0,5,12243.39,0,0,4.0,1.7,2
435.0,125,48.0,5,8454.15,0,2,3.0,2.9,0
436.0,6,57.0,5,2387.2,0,3,9.0,4.4,2
437.0,277,33.0,5,24576.55,0,0,7.0,3.5,1
438.0,163,43.0,1,7947.37,0,3,5.0,3.6,1
439.0,148,38.0,4,9733.28,1,0,5.0,1.7,0
440.0,101,23.0,3,18751.09,1,3,10.0,2.9,0
441.0,161,18.0,1,20355.04,1,0,8.0,4.2,2
442.0,310,46.0,4,2850.77,1,2,7.0,2.6,0
443.0,204,19.0,3,18854.47,0,0,5.0,4.8,2
444.0,175,33.0,2,6985.4,1,0,1.0,2.9,1
445.0,351,36.0,2,13712.85,1,1,5.0,4.5,0
446.0,272,41.0,3,18651.13,0,1,7.0,1.1,2
447.0,199,26.0,5,18120.37,0,3,5.0,4.2,2
448.0,71,61.0,3,11919.88,0,2,5.0,3.5,2
